50,0.0000021062629672537136,4.6954234820950065
100,0.0000021174871246609325,-1.4768552315279917
150,0.0000021172742291386903,-1.4091521032308547
200,0.0000021316486783738827,-1.339091220352207
250,0.0000021111065975190454,-1.2819861059423947
300,0.0000021201990327809266,-1.2051550588266093
350,0.000002119641337566877,-1.1462882229355498
400,0.0000021244504937482567,-1.0784484665946175
450,0.0000021226086915476645,-1.0109511178837258
500,0.000002123579954368342,-0.9501740310865858
550,0.00000212584534290123,-0.8846903382315232
600,0.0000021267503614965184,-0.8232588506620871
650,0.000002122527510223944,-0.7559282396234746
700,0.000002106292566684949,-0.6922946210010364
750,0.0000021753011334318974,-0.6408729939505255
800,0.000002126980759305723,-0.5725598158177578
850,0.000002127333205551231,-0.5077225941802529
900,0.000002129047932354488,-0.4454329410071672
950,0.0000021212722037813498,-0.3818944388820119
1000,0.0000021143507175786784,-0.31602863771166906
1050,0.0000021428805247989125,-0.2551823906208184
1100,0.0000021092897414443355,-0.18906588994490134
1150,0.0000021249001450555084,-0.12979477106083412
1200,0.0000021264213516093984,-0.06856189511307247
1250,0.0000021240545509508616,-0.022456117583748145
1300,0.0000021206532396603204,0.06088721367075072
1350,0.0000020973794626473456,0.1227834924355091
1400,0.0000021273417444848766,0.18416381792629233
1450,0.0000021251846665512216,0.24861123666618004
1500,0.0000021304971970517453,0.30275690932256677
1550,0.000002137231334283273,0.3687187113162125
1600,0.0000021278640347090726,0.4416099698010387
1650,0.000002123958634942029,0.49951738470432866
1700,0.0000021278823462509412,0.5639359286989872
1750,0.000002113303558085999,0.6145607024337693
1800,0.000002131134634460552,0.6881449651458825
1850,0.000002123770483055623,0.7506164321455161
1900,0.0000021256408689241185,0.8164252962424525
1950,0.00000211628396692796,0.8842422901778508
2000,0.000002128500332682497,0.9405820485773686
2050,0.000002123006251001471,1.0032474373238116
2100,0.0000021354289115483474,1.0744523414572773
2150,0.0000021258051737130053,1.1296437259326337
2200,0.000002128430690698535,1.1944681983485732
2250,0.0000021491065510658035,1.2493878866510721
2300,0.000002127333205551231,1.3175061667504198
2350,0.000002123423443689798,1.3826248239902093
2400,0.000002148280731325457,1.44174653106064
2450,0.0000021273136883747177,1.5086447178613844
2500,0.000002108772688883257,1.5761041325754077
2550,0.0000021202292236495145,1.634879582657265
2600,0.000002126342168327514,1.6952840882022693
2650,0.0000021177409992980373,1.7671465180103065
2700,0.0000021290369273078847,1.8209737993357318
2750,0.0000021395308133132394,1.8850538334180886
2800,0.000002114125596586968,1.9467572806662021
2850,0.000002124717819575737,2.0105250532977923
2900,0.000002109914277192766,2.0691258410611795
2950,0.0000021266638292826103,2.13563704997096
3000,0.000002139597827419071,2.2048190464583186
3050,0.000002124717819575737,2.259235042391315
3100,0.0000021335522804905006,2.3227722899828978
3150,0.0000021256408689241185,2.387221623037349
3200,0.0000021227250272932355,2.4469911950143457
3250,0.0000021169796491766364,2.5166355710648887
3300,0.0000021203983163509362,2.5760914338116905
3350,0.000002119601519032502,2.638328724661325
3400,0.0000021309028842983094,2.700494005205676
3450,0.0000021250667100116386,2.7612849256603536
3500,0.0000021272197694753453,2.826953391440176
3550,0.0000021256980670090587,2.8896065785594356
3600,0.0000021228716860585025,2.957820229107244
3650,0.0000021238032543039265,3.0161767921820277
3700,0.000002109277850907139,3.0799686506857107
3750,0.000002082266282386697,3.144737297312235
3800,0.0000021134757836671495,3.205471510331653
3850,0.0000021238032543039265,3.2670085149975585
3900,0.0000021278921125999066,3.3301649130015405
3950,0.000002113669587786072,3.389926142840247
